sequence,length,count,up_count,down_count,up_probability
"8,4,11",3,223,83,140,0.372197
"4,4,11",3,223,92,131,0.412556
"15,25,15",3,223,126,97,0.565022
"25,10,11",3,222,63,159,0.283784
"2,11,17",3,221,77,144,0.348416
"11,24,14",3,221,91,130,0.411765
"7,23,24",3,221,87,133,0.393665
"11,11,14",3,220,91,129,0.413636
"13,1,24",3,219,124,94,0.56621
"24,2,15",3,219,131,88,0.598174
"24,24,18",3,218,161,55,0.738532
"7,25,17",3,216,77,139,0.356481
"10,16,5",3,216,142,74,0.657407
"15,25,16",3,216,142,74,0.657407
"17,13,12",3,216,89,126,0.412037
"24,7,12",3,216,87,129,0.402778
"4,11,17",3,216,92,124,0.425926
"25,11,1",3,215,77,138,0.35814
"2,10,2",3,215,119,95,0.553488
"12,12,4",3,214,95,119,0.443925
"16,18,11",3,213,134,78,0.629108
"24,15,5",3,213,142,71,0.666667
"18,16,15",3,212,130,82,0.613208
"1,24,12",3,212,124,88,0.584906
"1,24,16",3,212,144,68,0.679245
"10,1,16",3,212,95,117,0.448113
"3,2,6",3,212,94,118,0.443396
"16,10,14",3,211,85,126,0.402844
"10,6,13",3,211,91,119,0.43128
"1,1,6",3,210,121,89,0.57619
"17,23,23",3,210,89,120,0.42381
"2,15,15",3,209,134,75,0.641148
"11,20,11",3,209,93,116,0.444976
"24,24,9",3,209,124,85,0.593301
"3,13,24",3,209,139,70,0.665072
"12,12,25",3,208,93,115,0.447115
"17,4,17",3,207,62,145,0.299517
"7,12,17",3,207,71,136,0.342995
"16,14,18",3,207,87,120,0.42029
"15,5,25",3,206,73,133,0.354369
"5,2,5",3,206,80,126,0.38835
"11,25,13",3,205,132,73,0.643902
"10,24,2",3,204,87,117,0.426471
"13,13,3",3,204,139,65,0.681373
"18,3,10",3,204,119,85,0.583333
"2,10,3",3,204,135,69,0.661765
"25,25,9",3,203,87,116,0.428571
"12,4,4",3,203,87,116,0.428571
"3,10,18",3,202,81,121,0.40099
"3,16,6",3,202,117,85,0.579208
"11,1,12",3,202,85,117,0.420792
"16,3,24",3,201,114,85,0.567164
"10,24,18",3,200,113,87,0.565
"1,16,10",3,200,75,125,0.375
"6,15,16",3,200,40,160,0.2
"1,1,5",3,198,122,76,0.616162
"24,17,5",3,198,86,112,0.434343
"10,25,23",3,198,85,113,0.429293
"16,3,2",3,197,121,76,0.614213
"6,16,14",3,197,133,64,0.675127
"5,4,23",3,197,85,112,0.431472
"16,24,15",3,195,126,69,0.646154
"25,17,13",3,195,85,105,0.435897
"13,6,3",3,195,125,70,0.641026
"24,18,25",3,194,124,70,0.639175
"11,1,17",3,194,110,84,0.56701
"18,18,16",3,193,159,34,0.823834
"24,7,7",3,193,59,134,0.305699
"20,24,12",3,193,35,158,0.181347
