sequence,length,count,up_count,down_count,up_probability
"23,1,24",3,254,142,112,0.559055
"3,3,11",3,254,104,150,0.409449
"25,15,2",3,254,158,94,0.622047
"10,18,15",3,253,152,101,0.600791
"6,1,16",3,253,156,97,0.616601
"16,6,18",3,253,152,101,0.600791
"6,24,14",3,253,147,106,0.581028
"7,7,5",3,252,101,151,0.400794
"17,7,13",3,252,106,145,0.420635
"4,7,17",3,251,105,146,0.418327
"15,16,18",3,251,160,91,0.63745
"17,6,6",3,251,106,145,0.422311
"13,13,3",3,250,176,74,0.704
"4,23,23",3,250,93,157,0.372
"11,23,1",3,248,143,105,0.576613
"5,5,10",3,248,93,155,0.375
"18,25,15",3,246,142,95,0.577236
"16,24,18",3,245,146,99,0.595918
"2,24,25",3,245,135,110,0.55102
"6,2,5",3,244,142,97,0.581967
"10,14,15",3,244,138,106,0.565574
"8,2,11",3,243,94,149,0.386831
"13,13,17",3,243,108,135,0.444444
"2,3,25",3,243,148,95,0.609053
"18,18,18",3,242,182,55,0.752066
"10,11,25",3,242,79,163,0.326446
"1,6,3",3,241,148,93,0.614108
"10,16,11",3,241,94,147,0.390041
"13,10,25",3,241,100,141,0.414938
"7,11,25",3,240,85,155,0.354167
"12,4,20",3,240,84,156,0.35
"25,2,11",3,240,85,151,0.354167
"5,20,10",3,239,95,144,0.39749
"6,3,11",3,239,104,135,0.435146
"4,11,7",3,239,84,155,0.351464
"7,23,7",3,238,97,138,0.407563
"15,6,24",3,238,96,141,0.403361
"2,15,16",3,238,150,88,0.630252
"3,9,22",3,237,143,94,0.603376
"11,5,13",3,237,93,144,0.392405
"12,13,24",3,237,106,131,0.447257
"24,2,17",3,236,99,137,0.419492
"11,7,23",3,235,83,152,0.353191
"6,3,13",3,235,139,96,0.591489
"17,1,12",3,235,102,133,0.434043
"8,8,4",3,235,82,153,0.348936
"23,17,7",3,234,87,147,0.371795
"24,25,18",3,234,154,80,0.65812
"12,12,5",3,234,79,155,0.337607
"1,1,16",3,234,130,104,0.555556
"23,17,11",3,233,100,132,0.429185
"24,24,19",3,233,102,131,0.437768
"5,1,11",3,232,101,131,0.435345
"6,5,17",3,232,75,157,0.323276
"2,15,2",3,232,139,93,0.599138
"23,7,7",3,231,87,143,0.376623
"14,25,2",3,231,129,102,0.558442
"10,24,9",3,231,133,98,0.575758
"16,24,14",3,231,137,91,0.593074
"18,25,16",3,230,136,94,0.591304
"5,5,1",3,228,87,141,0.381579
"14,15,3",3,228,128,99,0.561404
"2,5,4",3,228,93,135,0.407895
"14,18,18",3,227,89,135,0.39207
"7,17,13",3,227,85,141,0.374449
"2,3,6",3,227,80,147,0.352423
"8,8,24",3,226,96,130,0.424779
"17,17,20",3,226,62,164,0.274336
"5,20,25",3,226,82,144,0.362832
"20,24,4",3,225,85,140,0.377778
"24,10,9",3,225,96,129,0.426667
"24,13,12",3,225,93,132,0.413333
"12,5,17",3,225,101,124,0.448889
"18,18,2",3,222,196,26,0.882883
"7,11,13",3,221,94,127,0.425339
"6,9,22",3,221,127,94,0.574661
"6,13,10",3,221,97,124,0.438914
"6,25,2",3,221,97,124,0.438914
